Costa Rica	79.06917073	670.7074612
Montenegro	74.15007317	618.8119769
Lebanon	72.22978049	617.1314617
Saudi Arabia	73.63217073	614.7403037
Botswana	53.01153659	584.5824705
Turkey	73.42463415	577.1075377
Serbia	73.68536585	576.5123219
Panama	75.8012439	564.1280615
Suriname	70.06702439	559.3202418
